UserScreenName,UserName,Timestamp,Text,Embedded_text,Emojis,Comments,Likes,Retweets,Image link,Tweet URL
Muthumbi,@muthumbinm,2022-01-03T20:28:59.000Z,"Muthumbi
@muthumbinm
·
4 Jan 2022","Sweet mandazis, coca-cola and top deck mint …
Honorobo Madisha
@nyokssss
·
3 Jan 2022
What snack(s) do you swear by ? 
Me... Crisps or Krackles
2",😤,,,2,['https://pbs.twimg.com/profile_images/1609497728442138625/It3QANLL_mini.jpg'],https://twitter.com/muthumbinm/status/1478101103090839567
,,2022-01-03T20:27:57.000Z,,,,,,,[],https://twitter.com/cipher_thebot/status/1478100841349656576
,,2022-01-03T20:27:52.000Z,,,,,,,[],https://twitter.com/DoloFromThe7/status/1478100821871312896
,,2022-01-03T20:27:47.000Z,,,🌬 💨 📌 💋,,,,['https://pbs.twimg.com/media/FINE153UcAASXht?format=jpg&name=small'],https://twitter.com/Bureorasoon/status/1478100800647827457
,,2022-01-03T20:27:39.000Z,,,🤞,,,,[],https://twitter.com/Waste360/status/1478100769689772032
,,2022-01-03T20:22:52.000Z,,,🤢 🤮,,,,[],https://twitter.com/jennybwriter/status/1478099565538512899
,,2022-01-03T20:20:56.000Z,,,,,,,[],https://twitter.com/RADIOEFFEITALIA/status/1478099077434904576
,,2022-01-03T20:20:27.000Z,,,🥲 😭,,,,[],https://twitter.com/dontcallmeANN/status/1478098954625630216
,,2022-01-03T20:19:26.000Z,,,🎫 👉,,,,['https://pbs.twimg.com/media/FINC7uIXMAUlNh4?format=jpg&name=small'],https://twitter.com/CocaColaRoxy/status/1478098699523923976
,,2022-01-03T20:18:53.000Z,,,,,,,['https://pbs.twimg.com/card_img/1617039007212531720/7vjHWVZl?format=png&name=small'],https://twitter.com/scottgranneman/status/1478098559715221522
,,2022-01-03T20:18:29.000Z,,,,,,,[],https://twitter.com/MoG84042826/status/1478098462839382028
,,2022-01-03T20:18:28.000Z,,,⚛,,,,[],https://twitter.com/richrandomphys/status/1478098454710820869
,,2022-01-03T20:17:59.000Z,,,,,,,['https://pbs.twimg.com/tweet_video_thumb/FINCmWoXoAQdZoj.jpg'],https://twitter.com/KLOEBLACK/status/1478098336922148869
,,2022-01-03T20:17:18.000Z,,,,,,,['https://pbs.twimg.com/card_img/1617039007212531720/7vjHWVZl?format=png&name=small'],https://twitter.com/MrVikas/status/1478098164209049607
,,2022-01-03T20:16:08.000Z,,,⭕ 👀,,,,[],https://twitter.com/LouisCaneCrypto/status/1478097871253692416
,,2022-01-03T20:13:11.000Z,,,,,,,['https://pbs.twimg.com/media/FINBXsPXoAcdP0g?format=png&name=small'],https://twitter.com/catosletters/status/1478097127997939720
,,2022-01-03T20:12:49.000Z,,,,,,,[],https://twitter.com/g_the0ry/status/1478097034305581059
mace embattler,@masonbutler,2022-01-03T20:10:52.000Z,"mace embattler
@masonbutler
·
4 Jan 2022","""Repro OK Soda label. Scanned in high resolution from my own collection. Obtained from Coca- Cola from a US mail inquiry.""

Sure, pal.
1
2",,1,,2,[],https://twitter.com/masonbutler/status/1478096542779195405
MOOYAH OC,@MooyahOC,2022-01-03T20:10:37.000Z,"MOOYAH OC
@MooyahOC
·
4 Jan 2022","Start 2022 off right… Enjoy a FREE regular drink with any #burger purchase thru 1/7! 
@CocaCola
 #ZeroSugar + Lifestyle #Burgers =  #MOOYAH #bestburger #cokezerosugar #veganburger #veganuary #itsnotadietitsalifestyle #rewardsapp #freedrink #cokezero https://order.mooyah.com/menu/mooyah-irvine…
6",❤ 🍔 🥤,,,6,['https://pbs.twimg.com/media/FINA6IKVkAMfg3E?format=jpg&name=small'],https://twitter.com/MooyahOC/status/1478096482410455040
G E N E V I E V E,@vievewright,2022-01-03T20:10:04.000Z,"G E N E V I E V E
@vievewright
·
4 Jan 2022","Replying to 
@richrandomphys
I watched a documentary on the Coca Cola consumption in Mexico and how it has affected dental health there. It was really good
1
1",,1,,1,[],https://twitter.com/vievewright/status/1478096341985378304
JWRW,@JWalkeReklaW,2022-01-03T20:05:44.000Z,"JWRW
@JWalkeReklaW
·
4 Jan 2022","Amazon $AMZN
Apple $AAPL
Altria $MO",💸 💸 💸 💸 💸 💸 💸 💸 💸,,,,['https://pbs.twimg.com/tweet_video_thumb/FIM_xi2XsAMoxYG.jpg'],https://twitter.com/JWalkeReklaW/status/1478095254137950208
,,2022-01-03T20:05:40.000Z,,,⚠ 😂 😂,,,,[],https://twitter.com/sackchaserLil/status/1478095237537054721
,,2022-01-03T20:05:37.000Z,,,,,,,[],https://twitter.com/NJCondorisHere/status/1478095221313314816
,,2022-01-03T20:05:16.000Z,,,,,,,['https://pbs.twimg.com/media/FIM_sArXIAI51Jb?format=jpg&name=small'],https://twitter.com/A_J_Roberts/status/1478095134092845063
,,2022-01-03T20:04:20.000Z,,,✨,,,,[],https://twitter.com/Starry_Felix/status/1478094899413200896
,,2022-01-03T20:00:58.000Z,,,,,,,[],https://twitter.com/DetroitGeezus/status/1478094051001966596
,,2022-01-03T19:59:49.000Z,,,,,,,['https://pbs.twimg.com/media/FIM-cUcVcAMu7-A?format=jpg&name=small'],https://twitter.com/bizxspace/status/1478093762945445888
,,2022-01-03T19:59:26.000Z,,,💔,,,,[],https://twitter.com/lilceeze__/status/1478093666648535040
,,2022-01-03T19:56:18.000Z,,,⭕ 🥰,,,,[],https://twitter.com/np_wired/status/1478092877834199042
,,2022-01-03T19:56:11.000Z,,,,,,,[],https://twitter.com/CherylMiskell/status/1478092850210525192
,,2022-01-03T19:55:26.000Z,,,😡 😡 😡,,,,[],https://twitter.com/profarch01/status/1478092658727817218
,,2022-01-03T19:51:08.000Z,,,,,,,['https://pbs.twimg.com/tweet_video_thumb/FIM8c0JWYAM9G1i.jpg'],https://twitter.com/kevinmagoo72/status/1478091577423802375
,,2022-01-03T19:50:56.000Z,,,®,,,,[],https://twitter.com/PipeNJ/status/1478091528455208971
,,2022-01-03T19:50:00.000Z,,,,,,,[],https://twitter.com/Ms_Azzy/status/1478091291997130766
,,2022-01-03T19:49:44.000Z,,,⭕,,,,[],https://twitter.com/CanadaSingo/status/1478091227149049865
,,2022-01-03T19:47:42.000Z,,,,,,,[],https://twitter.com/Djfshop/status/1478090715003506699
,,2022-01-03T19:45:06.000Z,,,🌴 🏖 ☀ ☀ 🏖 🌴,,,,['https://pbs.twimg.com/profile_images/1580707742267981824/VjKyxeOI_mini.jpg'],https://twitter.com/TerryTa98274343/status/1478090059559620618
2 uglies 1 honda,@dk_is_d0kye0m,2022-01-03T19:44:21.000Z,"2 uglies 1 honda
@dk_is_d0kye0m
·
4 Jan 2022",never drinking coca cola again in solidarity of woozi,,,,,[],https://twitter.com/dk_is_d0kye0m/status/1478089871323320322
Wahlburgers Food Truck Michigan,@WahlTruckMI,2022-01-03T19:43:03.000Z,"Wahlburgers Food Truck Michigan
@WahlTruckMI
·
4 Jan 2022","Happy New year friends! 
Don't worry, #Wahlburgers is here to help make great memories in 2022. Contact us to have us come to your next party/event, can't go wrong with a fresh Our burger, side of cheesy bacon tots and cold Coca-Cola to drink #HappyNewYear #WahlTruckMI #FoodTruck
1
5",,,1,5,[],https://twitter.com/WahlTruckMI/status/1478089541848346624
Jay Monahan,@jmon14,2022-01-03T19:42:41.000Z,"Jay Monahan
@jmon14
·
4 Jan 2022","Replying to 
@Stillmanator
 and 
@Stillberto
And they all had a massive glass of Coca Cola to wash the deserts down.",,,,,[],https://twitter.com/jmon14/status/1478089450207027201
Luz,@raiodesolb,2022-01-03T19:42:23.000Z,"Luz
@raiodesolb
·
4 Jan 2022","Replying to 
@CocaCola_Br
Teve sim
1",,1,,,['https://pbs.twimg.com/media/FIM6dHRWQAgaNAj?format=jpg&name=small'],https://twitter.com/raiodesolb/status/1478089377406459904
Beverage Insights,@BevInsights,2022-01-03T19:42:22.000Z,"Beverage Insights
@BevInsights
·
4 Jan 2022","Coca-Cola shares rebounded from a 0.9% decline in 2020 with an 8% gain to $59.21 in 2021. PepsiCo shares up 17% to $173.71 in 2021 improving on 8.5% gain in 2020. Keurig Dr Pepper shares up 15.2% to $36.86 in 2021, improving on 11% increase in 2020.
1",,,1,,[],https://twitter.com/BevInsights/status/1478089370842406918
Boo Berry Cereal,@booberryfancam,2022-01-03T19:40:26.000Z,"Boo Berry Cereal
@booberryfancam
·
4 Jan 2022",,🎤 🫐,,,,[],https://twitter.com/booberryfancam/status/1478088885146165254
,,2022-01-03T19:39:44.000Z,,,😊 🥺,,,,[],https://twitter.com/michelle_thanya/status/1478088709304115200
,,2022-01-03T19:39:33.000Z,,,,,,,[],https://twitter.com/DavidDonsil/status/1478088661573021697
,,2022-01-03T19:37:35.000Z,,,,,,,[],https://twitter.com/JesseKimani10/status/1478088169711194114
,,2022-01-03T19:36:53.000Z,,,,,,,[],https://twitter.com/rdcnetworks/status/1478087991167963143
,,2022-01-03T19:31:52.000Z,,,👌 😋,,,,[],https://twitter.com/CatrionnaaHope/status/1478086728019755016
,,2022-01-03T19:30:53.000Z,,,🌿,,,,[],https://twitter.com/db_gmng/status/1478086483856687106
,,2022-01-03T19:30:41.000Z,,,,,,,[],https://twitter.com/AlonsoOr90/status/1478086432023617550
,,2022-01-03T19:30:35.000Z,,,❄ ❄,,,,[],https://twitter.com/seasofflowers/status/1478086406417362947
,,2022-01-03T19:30:27.000Z,,,♥,,,,"['https://pbs.twimg.com/profile_images/1561937567372775424/7gfqPinD_mini.jpg', 'https://pbs.twimg.com/media/FIM3lzbVcAAQKCo?format=jpg&name=small']",https://twitter.com/AlonsoOr90/status/1478086374871998471
,,2022-01-03T19:27:54.000Z,,,😍 😍,,,,[],https://twitter.com/lucikittyy/status/1478085729439813632
,,2022-01-03T19:26:04.000Z,,,,,,,[],https://twitter.com/_EXIGENT/status/1478085269337395213
,,2022-01-03T19:25:00.000Z,,,🆚 📍 ⏰ 📻 💻,,,,['https://pbs.twimg.com/media/FIL6DgqXwAMMkL9?format=jpg&name=small'],https://twitter.com/BellevilleSens/status/1478085000218116096
,,2022-01-03T19:24:29.000Z,,,,,,,['https://pbs.twimg.com/card_img/1617039007212531720/7vjHWVZl?format=png&name=small'],https://twitter.com/joedolinsky/status/1478084871897690117
,,2022-01-03T19:22:15.000Z,,,😭,,,,['https://pbs.twimg.com/profile_images/1531511883689504768/R4ET28YB_mini.jpg'],https://twitter.com/befourksj/status/1478084309131022336
,,2022-01-03T19:22:02.000Z,,,,,,,[],https://twitter.com/JujuSaiyan/status/1478084254336753665
jrip,@shleepeepeepy,2022-01-03T19:22:00.000Z,"jrip
@shleepeepeepy
·
4 Jan 2022",pepsi versus coca cola painted by bosch,,,,,['https://pbs.twimg.com/media/FIM1ycuUUAIA3Bw?format=jpg&name=360x360'],https://twitter.com/shleepeepeepy/status/1478084246208008193
Claire Whittle,@DrDowhittle,2022-01-03T19:20:27.000Z,"Claire Whittle
@DrDowhittle
·
4 Jan 2022","Back to work tomorrow and wondering when it got so hard.

I mean, at 16 I got paid to “babysit” which meant 20 quid for sitting on someone’s couch for two hours with all the coca-cola I could drink, free access to the fridge and an entire video tape collection at my disposal.
3
68",,3,,68,[],https://twitter.com/DrDowhittle/status/1478083857530376195
goofy ahh alternative,@GammaVolkaloa,2022-01-03T19:19:43.000Z,"goofy ahh alternative
@GammaVolkaloa
·
4 Jan 2022","Replying to 
@LomoainLecgegy
just… stay away from cocacola and jack",,,,,['https://pbs.twimg.com/media/FIM1RCqWQAQf8a_?format=jpg&name=small'],https://twitter.com/GammaVolkaloa/status/1478083672788148224
,,2022-01-03T19:18:39.000Z,,,,,,,[],https://twitter.com/yoroc1/status/1478083403648012290
,,2022-01-03T19:17:21.000Z,,,🦂 🤮,,,,[],https://twitter.com/_toriau/status/1478083075338752000
,,2022-01-03T19:15:22.000Z,,,,,,,[],https://twitter.com/5395bot1/status/1478082577776873472
,,2022-01-03T19:14:23.000Z,,,,,,,[],https://twitter.com/ezmedia/status/1478082330149498880
,,2022-01-03T19:13:18.000Z,,,,,,,['https://pbs.twimg.com/media/FIMzy8TWQAQQ4yL?format=jpg&name=900x900'],https://twitter.com/azpux/status/1478082057666547713
,,2022-01-03T19:08:40.000Z,,,🛸,,,,[],https://twitter.com/theerkj/status/1478080890584588295
,,2022-01-03T19:08:04.000Z,,,,,,,['https://pbs.twimg.com/card_img/1617039007212531720/7vjHWVZl?format=png&name=small'],https://twitter.com/mpolowianiuk/status/1478080738931183617
,,2022-01-03T19:05:24.000Z,,,😏 😂 😁 😁,,,,[],https://twitter.com/Ms_Azzy/status/1478080070623322116
,,2022-01-03T19:04:38.000Z,,,,,,,['https://pbs.twimg.com/card_img/1617039007212531720/7vjHWVZl?format=png&name=small'],https://twitter.com/jacknicas/status/1478079876481572868
,,2022-01-03T19:03:52.000Z,,,🌠 🥺 😔 🌹 🌙 ❤ 🤭 📝,,,,"['https://pbs.twimg.com/amplify_video_thumb/1476493225758126081/img/AuwKjT8WW4RhXwJT.jpg', 'https://pbs.twimg.com/profile_images/1164016940198666242/ElqZ-oIg_mini.png', 'https://pbs.twimg.com/media/FIL2EpLagAIlJMl?format=jpg&name=small', 'https://pbs.twimg.com/media/FIL2EpMaAAILWTj?format=jpg&name=small']",https://twitter.com/Myss1U/status/1478079682809585670
,,2022-01-03T19:03:48.000Z,,,😑,,,,['https://pbs.twimg.com/media/FIMxn37XsAE84nr?format=jpg&name=small'],https://twitter.com/ultjosh/status/1478079666153996291
,,2022-01-03T19:02:53.000Z,,,,,,,[],https://twitter.com/jaimwise/status/1478079436503216128
,,2022-01-03T19:02:44.000Z,,,,,,,['https://pbs.twimg.com/media/FIMxXPPXIAEXyoL?format=jpg&name=900x900'],https://twitter.com/kimtae_priya/status/1478079397857042433
,,2022-01-03T19:02:10.000Z,,,,,,,[],https://twitter.com/AliBodyworker/status/1478079254990446592
,,2022-01-03T18:58:08.000Z,,"nytimes.com
Apple Becomes First Company to Hit $3 Trillion Market Value (Published 2022)
The iPhone maker’s value tripled since 2018 as its sales continued to soar and it spent hundreds of billions of dollars on its own stock.
2
2",,2,,2,['https://pbs.twimg.com/card_img/1617039007212531720/7vjHWVZl?format=png&name=small'],https://twitter.com/Paul_Framp/status/1478078240937975811
have fun rotting in hell beth,@_Adia_aa_,2022-01-03T18:56:42.000Z,"have fun rotting in hell beth
@_Adia_aa_
·
4 Jan 2022","Bru Coca-Cola and coffee had to be the worst drink made this decade
1",,1,,,[],https://twitter.com/_Adia_aa_/status/1478077878684246017
ALYSSA,@luckyteriyaki,2022-01-03T18:56:36.000Z,"ALYSSA
@luckyteriyaki
·
4 Jan 2022","@CocaCola
 get this man a brand deal ASAP 
@CocaCola_Korea
 
#WOOZI #우지 #Ruby 
@pledis_17
sebongie samuel (busy)
@garats17
·
3 Jan 2022
""Think I'm out of my mind pass me a coke zero to calm down""
""Shit, this is red too""
Show this thread",🖤 💖 💙,,,,"['https://pbs.twimg.com/profile_images/1511924965112643585/GbU4JY0__mini.jpg', 'https://pbs.twimg.com/amplify_video_thumb/1477929107887300608/img/6KLhRMGNNOliD3r2.jpg']",https://twitter.com/luckyteriyaki/status/1478077854021652481
HolleyHunter,@Holley_Hunter_,2022-01-03T18:55:36.000Z,"HolleyHunter
@Holley_Hunter_
·
4 Jan 2022","""Apple Becomes First Company to Hit $3 Trillion Market Value"" by Jack Nicas via NYT https://ift.tt/31mat2B #CocaCola #BrandManagement #ShareaCoke",,,,,['https://pbs.twimg.com/media/FIMvvy2XoAA3txu?format=jpg&name=small'],https://twitter.com/Holley_Hunter_/status/1478077603491811336
,,2022-01-03T18:53:43.000Z,,,✨ 🐀,,,,[],https://twitter.com/__yayyas/status/1478077127169921026
,,2022-01-03T18:52:14.000Z,,,,,,,[],https://twitter.com/zztop5252/status/1478076753532829700
,,2022-01-03T18:51:48.000Z,,,🤯,,,,['https://pbs.twimg.com/card_img/1617039007212531720/7vjHWVZl?format=png&name=small'],https://twitter.com/ReconcileMoney/status/1478076647379116034
,,2022-01-03T18:51:04.000Z,,,🙄,,,,[],https://twitter.com/Clarissimata/status/1478076460841811968
,,2022-01-03T18:49:50.000Z,,,📚 😊 😊 😭 😭,,,,"['https://pbs.twimg.com/media/FIMuaqHVcAAT9sC?format=jpg&name=small', 'https://pbs.twimg.com/media/FIMua5kUUAE4Ceg?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FIMubJlVkAAanT7?format=jpg&name=360x360']",https://twitter.com/BonooBonooyaaa/status/1478076150433738753
,,2022-01-03T18:48:59.000Z,,,,,,,['https://pbs.twimg.com/tweet_video_thumb/FIMuOnFXMAgIqe6.jpg'],https://twitter.com/Puddle_Jumper16/status/1478075937266806786
,,2022-01-03T18:48:37.000Z,,,,,,,[],https://twitter.com/614_Kid/status/1478075843792543745
,,2022-01-03T18:46:53.000Z,,,,,,,[],https://twitter.com/GMShivers/status/1478075409782620161
,,2022-01-03T18:45:03.000Z,,,,,,,[],https://twitter.com/GastroVec/status/1478074945821310978
,,2022-01-03T18:44:49.000Z,,,⚓ 🌊 🌚 🦟,,,,['https://pbs.twimg.com/profile_images/1613438493631324162/cf4_k46z_mini.jpg'],https://twitter.com/iphuthanang_/status/1478074889772933121
,,2022-01-03T18:43:12.000Z,,,,,,,"['https://pbs.twimg.com/media/FIMs2tjWQAQpaV1?format=jpg&name=large', 'https://pbs.twimg.com/media/FIMs35OWUAc-MHk?format=jpg&name=small', 'https://pbs.twimg.com/media/FIMs5AdXIAsfKLb?format=jpg&name=small']",https://twitter.com/kidehen/status/1478074480987713541
,,2022-01-03T18:40:09.000Z,,,,,,,[],https://twitter.com/Bentley_Chris/status/1478073716659523588
,,2022-01-03T18:39:27.000Z,,,🍀 🤤 🤤,,,,"['https://pbs.twimg.com/media/FIMsBdoWUAEPILV?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FIMsB5SXwAcaXRf?format=jpg&name=small', 'https://pbs.twimg.com/media/FIMsCZ2XIAEloLf?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FIMsC_CWYAUsjxM?format=jpg&name=small']",https://twitter.com/1306_rkive7/status/1478073537457909763
,,2022-01-03T18:38:50.000Z,,,,,,,[],https://twitter.com/rpujolvives/status/1478073382474338312
,,2022-01-03T18:38:01.000Z,,,,,,,['https://pbs.twimg.com/card_img/1619814750195691520/YoETcxGG?format=jpg&name=240x240'],https://twitter.com/MVGtweets/status/1478073178215825410
,,2022-01-03T18:37:50.000Z,,,,,,,[],https://twitter.com/RacingRumor/status/1478073131466035201
Cryptnaut,@Cryptonaut589,2022-01-03T18:37:28.000Z,"Cryptnaut
@Cryptonaut589
·
4 Jan 2022","New Years resolution is to take SOME profits this year     
2",🍌 ⭕ ☀ 🤣 🤣 💎 🙌,2,,,[],https://twitter.com/Cryptonaut589/status/1478073038822334465
Amir iskandarani,@AmirDemonPower,2022-01-03T18:37:26.000Z,"Amir iskandarani
@AmirDemonPower
·
4 Jan 2022",Im not vaccinated so now i cant even get a cold coca cola :(,,,,,[],https://twitter.com/AmirDemonPower/status/1478073032690348035
David Belle,@davidbelle_,2022-01-03T18:35:08.000Z,"David Belle
@davidbelle_
·
4 Jan 2022","The first word in America was ‘CocaCola’ rather than something Latin.
2",,,,2,[],https://twitter.com/davidbelle_/status/1478072454094413831
bot000,@wootshack,2022-01-03T18:34:46.000Z,"bot000
@wootshack
·
4 Jan 2022","A neutron goes to a Coca-Cola Freestyle and asks how much for a Barq’s Vanilla. The Coca-Cola Freestyle replies “For you, no charge.” Sheldon approves.
From 
woot000
1",,,,1,['https://pbs.twimg.com/ext_tw_video_thumb/1141257517433012224/pu/img/spJaZvrTHkf5lk9I.jpg'],https://twitter.com/wootshack/status/1478072359072370688
AshNash,@A___Felz,2022-01-03T18:33:35.000Z,"AshNash
@A___Felz
·
4 Jan 2022","Just realized they stopped making the Simply blueberry lemonade SMH what’s up?! Why????  
@CocaCola
1",😢,1,,,[],https://twitter.com/A___Felz/status/1478072060312231936
Dale Ann Jewelrywiz,@jewelrywiz,2022-01-03T18:32:34.000Z,"Dale Ann Jewelrywiz
@jewelrywiz
·
4 Jan 2022","Check out VINTAGE COCA- COLA STRING LIGHTS SET Christmas polar bear bottles https://ebay.com/itm/VINTAGE-COCA-COLA-STRING-LIGHTS-SET-Christmas-polar-bear-bottles-/274962649790?mkcid=16&mkevt=1&_trksid=p2349624.m46890.l6249&mkrid=711-127632-2357-0… 
@eBay",,,,,[],https://twitter.com/jewelrywiz/status/1478071807076933633
,,2022-01-03T18:32:14.000Z,,,,,,,['https://pbs.twimg.com/card_img/1616873383395840002/8y3MTDek?format=jpg&name=240x240'],https://twitter.com/ShortAlgoTrades/status/1478071722867757056
,,2022-01-03T18:32:03.000Z,,,😂,,,,[],https://twitter.com/alllthingsval/status/1478071676864765953
,,2022-01-03T18:31:22.000Z,,,,,,,[],https://twitter.com/CharliesTreasu1/status/1478071504050946050
,,2022-01-03T18:28:24.000Z,,,,,,,[],https://twitter.com/CarrascoCompass/status/1478070759427874822
,,2022-01-03T18:24:27.000Z,,,⌛ 🐕,,,,['https://pbs.twimg.com/media/FIMomIyWUAAMiKU?format=jpg&name=small'],https://twitter.com/tiger_trade/status/1478069764354416643
,,2022-01-03T18:24:18.000Z,,,,,,,[],https://twitter.com/NwemeI/status/1478069727553634306
,,2022-01-03T18:23:59.000Z,,,🤔,,,,[],https://twitter.com/FPadian/status/1478069646993629190
,,2022-01-03T18:21:55.000Z,,,,,,,[],https://twitter.com/TheEmeraldEllie/status/1478069124030939138
,,2022-01-03T18:18:51.000Z,,,,,,,[],https://twitter.com/baggyalt/status/1478068353558265856
,,2022-01-03T18:18:38.000Z,,,,,,,['https://pbs.twimg.com/media/FIMnRY_XEAMdac2?format=jpg&name=small'],https://twitter.com/fwhcc/status/1478068298394837002
,,2022-01-03T18:18:09.000Z,,,,,,,[],https://twitter.com/daltoki_/status/1478068178119172097
,,2022-01-03T18:18:03.000Z,,,,,,,[],https://twitter.com/Adrian_Desean/status/1478068152768602114
,,2022-01-03T18:16:00.000Z,,,,,,,[],https://twitter.com/thebillfleming/status/1478067636172898305
,,2022-01-03T18:14:33.000Z,,,🦑 📌,,,,"['https://pbs.twimg.com/media/FIMmWcYXoAEgRgH?format=jpg&name=small', 'https://pbs.twimg.com/media/FIMmWccWUAQPy1k?format=jpg&name=360x360']",https://twitter.com/psbly/status/1478067272975532039
nebita,@nebitabelike,2022-01-03T18:13:47.000Z,"nebita
@nebitabelike
·
4 Jan 2022",havent dranken anything but coca cola since ive moved in. mmm yummy cola !,,,,,[],https://twitter.com/nebitabelike/status/1478067079194746882
17’S 마리𝙱𝚘𝚘𝚂𝚎𝚘𝚔𝚂𝚘𝚘𝚗컴백컴백컴백!,@17carrotsforlyf,2022-01-03T18:13:27.000Z,"17’S 마리𝙱𝚘𝚘𝚂𝚎𝚘𝚔𝚂𝚘𝚘𝚗컴백컴백컴백!
@17carrotsforlyf
·
4 Jan 2022","Coca cola, you should rlly get lee jihoon as your ambassador!! Look at Coke Zero trending for a long time

Now, STREAM RUBY

#우지_믹스테잎_루비_6시
WOOZI MIXTAPE RELEASE
#WOOZI_Ruby_6PM
@pledis_17
 #우지
1
2
1",💎 💎 😂,1,2,1,"['https://pbs.twimg.com/media/FIMmGO_XwAUIUBp?format=jpg&name=360x360', 'https://pbs.twimg.com/media/FIMmGPBXIAMICTT?format=jpg&name=small']",https://twitter.com/17carrotsforlyf/status/1478066995413327882
Joe M,@JoLLy_JoeY13,2022-01-03T18:11:23.000Z,"Joe M
@JoLLy_JoeY13
·
4 Jan 2022","@CocaCola
 @CocaColaCo
 when are my Coke rewards going to actually reward the consumer?  A rewards program that has no options but to donate, ridiculous!  #DoBetter #rewardyourcustomers",,,,,[],https://twitter.com/JoLLy_JoeY13/status/1478066475457990659
NAGANGSTA,@nagangsta,2022-01-03T18:10:15.000Z,"NAGANGSTA
@nagangsta
·
4 Jan 2022","Replying to 
@JoviaTrisYvaine
He's tryna wash her ass with coca-cola. So that she thanks him later.
1",,1,,,[],https://twitter.com/nagangsta/status/1478066188483764225
Timothy Keohane,@TimothyKeohane,2022-01-03T18:10:01.000Z,"Timothy Keohane
@TimothyKeohane
·
4 Jan 2022",Tory peer to lead boycott of Coca-Cola over role in Beijing Winter Olympics,,,,,['https://pbs.twimg.com/card_img/1617527545519570945/LRoLWGWM?format=jpg&name=small'],https://twitter.com/TimothyKeohane/status/1478066132309446663
,,2022-01-03T18:04:40.000Z,,,,,,,[],https://twitter.com/LazerTheBand/status/1478064783018668041
,,2022-01-03T18:03:53.000Z,,,,,,,[],https://twitter.com/GYUCHE0LS/status/1478064588235186176
,,2022-01-03T18:03:23.000Z,,,,,,,[],https://twitter.com/timberowl/status/1478064461764337672
,,2022-01-03T18:02:06.000Z,,,🕷,,,,[],https://twitter.com/azraelsuna/status/1478064140417703938
,,2022-01-03T18:01:24.000Z,,,,,,,[],https://twitter.com/vinofictions/status/1478063964923699201
,,2022-01-03T18:00:42.000Z,,,,,,,[],https://twitter.com/loeymarkmelons/status/1478063787424899072
,,2022-01-03T17:59:03.000Z,,,,,,,[],https://twitter.com/_bernadao/status/1478063372230971403
,,2022-01-03T17:57:52.000Z,,,☘,,,,[],https://twitter.com/YogaBunnyRunner/status/1478063075290923018
,,2022-01-03T17:54:10.000Z,,,⚡,,,,[],https://twitter.com/vlozano_eth/status/1478062141513117699
,,2022-01-03T17:54:03.000Z,,,❤,,,,[],https://twitter.com/H0SHMALL0W/status/1478062114770096128
,,2022-01-03T17:52:51.000Z,,,😭 😡,,,,"['https://pbs.twimg.com/profile_images/1488846290263818244/5aTeE__u_mini.jpg', 'https://pbs.twimg.com/media/FH_IP6eUYAI60qT?format=jpg&name=small']",https://twitter.com/INSIDE89397147/status/1478061812201693185
,,2022-01-03T17:51:03.000Z,,,,,,,['https://pbs.twimg.com/card_img/1615104839171858434/6aQHStkb?format=jpg&name=small'],https://twitter.com/theunionjournal/status/1478061359627595779
,,2022-01-03T17:48:43.000Z,,,,,,,[],https://twitter.com/SarahJAddicott/status/1478060769753378829
,,2022-01-03T17:48:38.000Z,,,,,,,[],https://twitter.com/TheRealtsch/status/1478060750232965121
,,2022-01-03T17:47:36.000Z,,,💀,,,,[],https://twitter.com/fizzyhaos/status/1478060490962051074
,,2022-01-03T17:40:02.000Z,," there. You know what that is, you've seen stuff about it. Right next to it is ""Mountain Showers"". You've never heard about it before. You really gonna pick that over Coca-Cola?
1
1",,1,,1,[],https://twitter.com/thewispsoftime/status/1478058586202947589
"Zoe, TTRPG Designer",@thewispsoftime,2022-01-03T17:40:02.000Z,"Zoe, TTRPG Designer
@thewispsoftime
·
4 Jan 2022","It's also not designed to work immediately. No one thinks that when you see an ad you'll immediately go out and buy a product. It's all about wedging names into your head so that 3 months down the line when you think ""Oh I wanna get a soda"" you think of ""Coca-Cola"" in response.
1
1",,1,,1,[],https://twitter.com/thewispsoftime/status/1478058584848089088
ς(・ε・.) RUBY ~비올라~,@sebongaja,2022-01-03T17:39:38.000Z,"ς(・ε・.) RUBY ~비올라~
@sebongaja
·
4 Jan 2022","Somebody get him a contract with 
@CocaCola
. I swear he loves coke more than us carats  #루비 #Ruby 
@pledis_17
1
1",💋 💋 😂 😂 😂,,1,1,['https://pbs.twimg.com/media/FIMeW2mUYAAD6Xn?format=jpg&name=small'],https://twitter.com/sebongaja/status/1478058486319575043
Speculator,@Nepse3227,2022-01-03T17:37:19.000Z,"Speculator
@Nepse3227
·
4 Jan 2022","Replying to 
@everestpreneur
Cool I am optimistic about near term growth. CocaCola is forever a moated business due to its robust distribution network.
1",🚀,,,1,[],https://twitter.com/Nepse3227/status/1478057902040510465
