Username,Tweet URL,Timestamp,Comments,Likes,Retweets,Quotes,emoji_sent,neg,neu,pos,compound,word_token
Sumtynnaztee1,https://twitter.com/Sumtynnaztee1/status/1520141566278389760,2022-04-29,0,2,0,0,0.0,0.0,0.0,0.0,0.0,"destinlegari,ask,soni,legitim,journalist,ca,contact,directli,answer"
Lucky13X,https://twitter.com/Lucky13X/status/1520113513552879618,2022-04-29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"hermenhulst,yosp,explain,mean,p,plu,p,card"
Lucky13X,https://twitter.com/Lucky13X/status/1520112962933080070,2022-04-29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"svegvari,folk,need,cover,xbox,xboxgamepass,time,take,advantag,also,plea,follow,lead,plea,love,deal,convers,month,gold"
Lucky13X,https://twitter.com/Lucky13X/status/1520111681761861636,2022-04-29,1,0,0,0,0.0,0.0,0.0,0.0,0.0,"hoeglaw,omg,convers,chart,amaz,sonypsplu,soni,hell,ypu,money,everyth,bad,pr,sake,penni,pinch,save,minor,loss,desper,loo,money"
coaster_fan,https://twitter.com/coaster_fan/status/1520100566034268169,2022-04-29,0,2,0,0,0.0,0.0,0.0,0.0,0.0,"gone,done,spoil,ever,normal,av,product,line,type,thing,ole,pioneer,elit,make,life,grand,gorgeou,sound,video,hous,sonyelectron,lgu"
AttyCheckosis,https://twitter.com/AttyCheckosis/status/1520087449900175360,2022-04-29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,jeffgrubb
PSNkingpsyz,https://twitter.com/PSNkingpsyz/status/1520077686290354181,2022-04-29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,serious
GTAVLD,https://twitter.com/GTAVLD/status/1520044066867658754,2022-04-29,1,2,0,0,0.0,0.0,0.0,0.0,0.0,"year,sinc,grand,theft,auto,iv,releas,amp,xbox,gtaonlin,gtav,rockstargam,cayoperico,thediamondcasinoandresort,grandtheftauto,gta,gtarp,game"
Naptown317colts,https://twitter.com/Naptown317colts/status/1520037822534664193,2022-04-29,0,1,0,0,0.0,0.0,0.0,0.0,0.0,"supplyninja,soni,reward,block"
GameTyrant,https://twitter.com/GameTyrant/status/1520032826627956736,2022-04-29,0,3,0,0,0.0,0.0,0.0,0.0,0.0,"jrpg,metal,max,xeno,reborn,june,pqubegam,metalmaxxenoreborn,jrpg,pqube,kadokawagam,gamingnew,pcgame,nintendoswitch"
RuanGotti,https://twitter.com/RuanGotti/status/1520026270205063168,2022-04-29,0,0,0,1,0.0,0.0,0.0,0.0,0.0,"weekend,leav,crib"
GameTyrant,https://twitter.com/GameTyrant/status/1520025280852766720,2022-04-29,0,2,1,0,0.0,0.0,0.0,0.0,0.0,"samurai,bringer,review,die,part,progress,samuraibring,review,pixel,roguelit,roguelik,action,playismen,alphawingjpn,pcgame,nintendoswitch"
Rsoaker27,https://twitter.com/Rsoaker27/status/1520011223126974464,2022-04-29,1,1,0,0,0.0,0.0,0.0,0.0,0.0,"xbox,show,like,week,apart,last,summer,kinda,rememb,someth,fairli,close"
BeastSmexie,https://twitter.com/BeastSmexie/status/1519890408423100417,2022-04-29,0,1,0,0,0.0,0.0,0.0,0.0,0.0,"rep,love,tonight,soni,smexiebeast,girlgam,ihavethemal,lubbock,texa"
OmniChairez,https://twitter.com/OmniChairez/status/1519845558323613696,2022-04-29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,game
luthyr,https://twitter.com/luthyr/status/1519843292954959872,2022-04-29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"arxcanon,younghors,known,issu,patch,workaround,otherwis,avoid,redeploy,buggi,ball,wait,reappear,final,phase,use,cheddorb,otherwis"
Nicknawd,https://twitter.com/Nicknawd/status/1519842097498664960,2022-04-29,0,0,0,0,0.1705,0.0,0.0,0.0,0.0,"billgat,ask,father,elonmusk,invent,bermuda,triangl,tesla,coil,power,lazer,disintegr,didymo,welcom,p,fuck,xbox,soni,fuck,play,station,great,movi"
cocukkalpli,https://twitter.com/cocukkalpli/status/1519837447131172864,2022-04-29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"god,damn"
wumbolivia,https://twitter.com/wumbolivia/status/1519830928872206336,2022-04-29,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"imma,start,tweetdeck,xbox,cartoon,network,nickelodeon,prefer,ball,tight,bodi,saggi,swang"
1o1Adam,https://twitter.com/1o1Adam/status/1520545557676232706,2022-04-30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"soni,disabl,plu,subscript,stack,ahead,revamp"
butter1813,https://twitter.com/butter1813/status/1520503359572217856,2022-04-30,1,2,0,0,0.0,0.0,0.0,0.0,0.0,"animebae,mollymariexoxo,gamer,let,dm"
SRTerrio_,https://twitter.com/SRTerrio_/status/1520477519513886722,2022-04-30,1,2,0,0,0.0,0.0,0.0,0.0,0.0,"make,marvel,dc,exclus,game,gt,gt,gt"
OchoBuckets,https://twitter.com/OchoBuckets/status/1520460371668127744,2022-04-30,1,20,6,1,0.0,0.0,0.0,0.0,0.0,"nigga,never,say"
DMVUofficial,https://twitter.com/DMVUofficial/status/1520442092824104961,2022-04-30,1,0,0,0,0.0,0.0,0.0,0.0,0.0,"charliebeckwith,naw,actual,contact,today,liter,paid,cloud,back,check,said,fine,mayb,chanc,exist,part,mad,lol"
AlteredEndeavor,https://twitter.com/AlteredEndeavor/status/1520441042255892480,2022-04-30,1,1,0,0,0.0,0.0,0.0,0.0,0.0,"one,favorit,fight,seri,arcsi,master,craft,guilti,gear,showcas,abil,guiltygearxrdsign,gaminghistori,gamecollector,game"
DMVUofficial,https://twitter.com/DMVUofficial/status/1520441006390345729,2022-04-30,7,29,0,0,0.0,0.0,0.0,0.0,0.0,"holi,shit,rememb,post,yesterday,elden,ring,last,night,hard,drive,corrupt,lost,liter,save,data,happen,day,finish,second,final,play,elden,ring,god,tell,someth"
Tip2myIou,https://twitter.com/Tip2myIou/status/1520427085189238785,2022-04-30,2,0,0,0,0.0,0.0,0.0,0.0,0.0,"justhxrv,lol,need,system,first,definit,wan,na,give,shot,ngl,move,good"
Paladin000Dark,https://twitter.com/Paladin000Dark/status/1520407984354074628,2022-04-30,0,3,0,0,0.0,0.0,0.0,0.0,0.0,"italianclownz,keithandmovi,colteastwood,kingdavidotw,astateofxbox,rossvarn,good,point,soni,eventu,acquir,insomniac,think,tri,acquir,studio,put,plu,servic"
KogaKenway,https://twitter.com/KogaKenway/status/1520402272697602051,2022-04-30,1,0,0,0,0.0,0.0,0.0,0.0,0.0,"readi,coach,put,game,lol,well,add,xbox"
Woodsy870,https://twitter.com/Woodsy870/status/1520309395044843521,2022-04-30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"anyon,actual,pay,ridicul"
Erybdyh8zCHRIS,https://twitter.com/Erybdyh8zCHRIS/status/1520245810600251394,2022-04-30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"realli,need,anoth,wan,na,bed,go,downstair"
Rob_larocco,https://twitter.com/Rob_larocco/status/1520208797607809025,2022-04-30,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"yosp,hermenhulst,jimryansi,proud,say,mt,kid,support,compani,chosen,drop,entir,game,commun,face,left,dark,socom,commun,headlin,news,blow,mind"
EmceeIV,https://twitter.com/EmceeIV/status/1520907290445942785,2022-05-01,0,2,0,0,0.0,0.0,0.0,0.0,0.0,"favorit,daw,consol,mine,mtv,music,gener,psone,though,pic,magix,music,studio,could,even,record,vocal,nostalg,bad,boy,daw,musicgener,magix"
MetalJesusRocks,https://twitter.com/MetalJesusRocks/status/1520882825129508871,2022-05-01,16,768,19,1,0.493,0.0,0.0,0.0,0.0,"take,selfi,vita,heck,yeah,kickass,time,milwauke"
TheDrewYariShow,https://twitter.com/TheDrewYariShow/status/1520875902086828033,2022-05-01,1,0,0,0,0.0,0.0,0.0,0.0,0.0,"hear,scene,destroy,young,roman"
DrLegendU,https://twitter.com/DrLegendU/status/1520871331545423872,2022-05-01,0,5,0,0,0.268,0.0,0.0,0.0,0.0,"logo,victim,caught,lackin,sinc,week,yellin,as,prettyboydomoo,xboxtakeov"
Lucky13X,https://twitter.com/Lucky13X/status/1520866341846138884,2022-05-01,1,0,0,0,0.0,0.0,0.0,0.0,0.0,"itzjeremi,ianwilgau,know,post,show,soni,game,divis,slowli,steadili,beaten,come"
angiedreamland,https://twitter.com/angiedreamland/status/1520864614115905537,2022-05-01,0,4,0,0,0.2524285714285715,0.0,0.0,0.0,0.0,"happi,sunday,come,watch,first,playthrough,godofwar,follow,subscrib,twitch,lunadreamland,angiedreamland,soni,twitch,sonysantamonica"
GameTyrant,https://twitter.com/GameTyrant/status/1520810454683107328,2022-05-01,0,13,4,0,0.0,0.0,0.0,0.0,0.0,"time,frog,island,first,impress,trade,paradis,timeonfrogisland,indiegam,firstimpress,sandbox,mergegamesltd,halfpastyellow,pcgame,xbox,nintendoswitch"
CognitiveCaveat,https://twitter.com/CognitiveCaveat/status/1520798171269529601,2022-05-01,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"april,truetrophi,stat"
GameTyrant,https://twitter.com/GameTyrant/status/1520787802560028673,2022-05-01,0,1,2,0,0.0,0.0,0.0,0.0,0.0,"metroidvania,titl,afterimag,confirm,platform,gamingnew,afterimag,metroidvania,kickstart,success,aurogonshanghai,playafterimag,pcgame,xbox,switch"
GameTyrant,https://twitter.com/GameTyrant/status/1520765158217457666,2022-05-01,0,9,5,0,0.0,0.0,0.0,0.0,0.0,"beat,inspir,game,mayhem,brawler,get,physic,releas,gamingnew,mayhemconcept,beatemup,physicaledit,heroconcept,redartgam,nintendoswitch"
GameTyrant,https://twitter.com/GameTyrant/status/1520757602719830016,2022-05-01,0,2,2,0,0.0,0.0,0.0,0.0,0.0,"laugh,frustrat,moo,lander,upcom,mootroidvania,gamingnew,mooland,metroidvania,released,mootroidvania,thesixthhamm,moolandergam,pcgame,xbox,switch"
Lucky13X,https://twitter.com/Lucky13X/status/1520742065281380353,2022-05-01,0,1,0,0,0.0,0.0,0.0,0.0,0.0,"hoeglaw,richard,understand,faq,said,month,redeem,psnow,voucher,date,sale,howev,card,said,never,expir,sinc,gift,move,put,self,storag,must,go,find,loo,valu"
Rango_D_Tango,https://twitter.com/Rango_D_Tango/status/1520734939808997376,2022-05-01,1,0,0,0,0.0,0.0,0.0,0.0,0.0,"brokeus,cuz,amazingli,beauti,play,confus"
TexasEDMFamily,https://twitter.com/TexasEDMFamily/status/1520710950332030978,2022-05-01,0,3,0,0,0.0,0.0,0.0,0.0,0.0,"reveng,thelastofu"
nep_bby,https://twitter.com/nep_bby/status/1520557638139981824,2022-05-01,1,3,0,0,0.0,0.0,0.0,0.0,0.0,"ngl,shit,air,fri,tast,like,hot,breath"
flowmastr1x,https://twitter.com/flowmastr1x/status/1521266835265490944,2022-05-02,1,3,1,0,0.0,0.0,0.0,0.0,0.0,"hello,askplayst,may,new,game,go,avail,still,show,april"
EmceeIV,https://twitter.com/EmceeIV/status/1521216846837387264,2022-05-02,0,2,0,0,0.0,0.0,0.0,0.0,0.0,"break,time,rememb,game,good,one,nostalgia,retro,truecrim,newyorkc,game,breaktimehour"
no_grafitti,https://twitter.com/no_grafitti/status/1521198350300766211,2022-05-02,0,0,0,0,0.0,0.0,0.0,0.0,0.0,contact
NathanAdrian97,https://twitter.com/NathanAdrian97/status/1521187005538787330,2022-05-02,0,3,0,0,0.0,0.0,0.0,0.0,0.0,"titti,okay,forev"
WeaponX2099,https://twitter.com/WeaponX2099/status/1521175666041004036,2022-05-02,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"check,world,war,z,aftermath,brand,new,seal,soni,ebay,via,ebay"
WeaponX2099,https://twitter.com/WeaponX2099/status/1521174975654338560,2022-05-02,0,1,0,0,0.0,0.0,0.0,0.0,0.0,"check,littl,dragon,cafe,soni,ebay,via,ebay"
GameTyrant,https://twitter.com/GameTyrant/status/1521157583679246339,2022-05-02,0,1,1,0,0.0,0.0,0.0,0.0,0.0,"frantic,shooter,glitch,buster,stuck,announc,gamingnew,glitchbust,stuckony,coop,shooter,partygam,skyboundgam,pcgame,nintendoswitch"
DrLegendU,https://twitter.com/DrLegendU/status/1521125785356193792,2022-05-02,0,2,0,0,0.121,0.0,0.0,0.0,0.0,"took,fat,lock,nigga,showin,love,stage,use,see,burli,lock,wit,defens,badg,gettin,bumpi"
Lucky13X,https://twitter.com/Lucky13X/status/1521095717217054721,2022-05-02,0,1,0,0,0.0,0.0,0.0,0.0,0.0,"onehitsword,soni,better,soni,corpor,lot,debt"
gr8foreststoner,https://twitter.com/gr8foreststoner/status/1520920452658565120,2022-05-02,1,1,0,0,0.18,0.0,0.0,0.0,0.0,"colinewout,stonerdadyyc,haha,current,player"
JordanPinkston,https://twitter.com/JordanPinkston/status/1521622597363974146,2022-05-03,0,0,0,0,0.2,0.0,0.0,0.0,0.0,"blood,new,hoodi,jack,favorit,knife,dickhead,still,credit,card,info,boutta,end"
Jose79952933,https://twitter.com/Jose79952933/status/1521610302542032897,2022-05-03,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"check,broadcast,red,dead,redempt,live"
TheChaz_Man79,https://twitter.com/TheChaz_Man79/status/1521590226409476099,2022-05-03,0,0,0,0,0.442,0.0,0.0,0.0,0.0,"fifa,one,game,plu,month,cool,last,time,play,fifa,like,playstationplu,ea"
ChiromanGlass,https://twitter.com/ChiromanGlass/status/1521569657370644480,2022-05-03,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"free,gon,na,play,gon,na,use,yemoja,lol"
GarrettEAtkins,https://twitter.com/GarrettEAtkins/status/1521560207150784515,2022-05-03,1,2,0,0,0.0,0.0,0.0,0.0,0.0,"make,sen,world,squar,enix,good,relationship,long,time,sleep,togeth,quit,time,time,marri"
GarrettEAtkins,https://twitter.com/GarrettEAtkins/status/1521558902839689217,2022-05-03,1,2,0,0,0.0,0.0,0.0,0.0,0.0,"believ,see,need,mmo,game,genr,hurt,one,longest,run,critic,acclaim,singl,player,rpg,along,xbox,control,two,world,largest,mmo"
GlassCityGames1,https://twitter.com/GlassCityGames1/status/1521513027543179265,2022-05-03,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"seal,wrestl,game,glasscitygam,toledo"
GameTyrant,https://twitter.com/GameTyrant/status/1521504982289297410,2022-05-03,0,4,3,0,0.0,0.0,0.0,0.0,0.0,"mix,genr,action,game,knight,witch,announc,gamingnew,theknightwitch,metroidvania,deckbuild,shootemup,supermegateam,pcgame,xbox,nintendoswitch"
DrLegendU,https://twitter.com/DrLegendU/status/1521486281867509763,2022-05-03,10,78,10,1,0.2395,0.0,0.0,0.0,0.0,"came,week,ago,network,hoop,wit,top,dawg,high,level,liter,come,stage,pick,whoever,need,lock,wen,gang,ta,put,em,fat,badg,lock,appreci,run"
flowmastr1x,https://twitter.com/flowmastr1x/status/1521480488845684736,2022-05-03,0,1,0,0,0.0,0.0,0.0,0.0,0.0,"omg,askplayst,hell,may,playstationplu,game"
JesseCoffey15,https://twitter.com/JesseCoffey15/status/1521386851071926272,2022-05-03,0,1,0,0,0.0,0.0,0.0,0.0,0.0,"masterhavik,whine,soyni,social,justic,warrior,allegedli,take,away,scantili,clad,presum,minor,senran,kagura,game,content,warn,sexual,suggest,content,nuditi"
Turyretrogamer,https://twitter.com/Turyretrogamer/status/1521326904678096896,2022-05-03,1,1,0,0,0.0,0.0,0.0,0.0,0.0,"themaverikgom,plano,mi,pp,juega,mucho,la,torr,del,tiempo,yo,jugado,ahí,en,el,modo,historia,en,arcad,pero,en,nintendo,switch,en,sé"
DelnazKazemi1,https://twitter.com/DelnazKazemi1/status/1521307454663016448,2022-05-03,1,1,0,0,0.0,0.0,0.0,0.0,0.0,"dad,talk,put,fiction,tv,seri,ufo,go,set,said,let,check,ufo,still,meant,found,mistak,humor"
OptimusGrind__,https://twitter.com/OptimusGrind__/status/1522000860628271104,2022-05-04,0,4,1,1,0.0,0.0,0.0,0.0,0.0,"drake,ever,follow,girl,might,well,pack,nike,sock,paint"
Exclusive23007,https://twitter.com/Exclusive23007/status/1521995205766955010,2022-05-04,20,50,63,0,0.0,0.0,0.0,0.0,0.0,"train,giveaway,rt,amp,follow,enter,end,hour,good,luck,tag,friend"
Exclusive23007,https://twitter.com/Exclusive23007/status/1521993405840203781,2022-05-04,0,4,2,0,0.0,0.0,0.0,0.0,0.0,"ltd,avail,hmu"
GameTyrant,https://twitter.com/GameTyrant/status/1521973156923297799,2022-05-04,0,4,1,0,0.0,0.0,0.0,0.0,0.0,"stanley,parabl,ultra,delux,review,bucket,fun,stanleyparableultradelux,crowscrowscrow,xbox,nintendoswitch,pressurizedga,gamereview"
GUlDEDBYTHEMOON,https://twitter.com/GUlDEDBYTHEMOON/status/1521965846616330241,2022-05-04,0,2,0,0,0.0,0.0,0.0,0.0,0.0,"anyway,bought,week"
ArcherAlmighty,https://twitter.com/ArcherAlmighty/status/1521962182350671880,2022-05-04,1,0,0,0,0.0,0.0,0.0,0.0,0.0,"bruh,need,new,xbox,difficult,af,link,gamer,outsid,fam"
Sumtynnaztee1,https://twitter.com/Sumtynnaztee1/status/1521961391157964801,2022-05-04,0,1,0,0,0.0,0.0,0.0,0.0,0.0,"personaspeak,insomniacgam,marvel,work,insomniacgam,would,like,make,marvel,game,revenu,job,secur,notorieti,earn,make,qualiti,marvel,game,lot,forego,could,roi"
JefferyRivers_,https://twitter.com/JefferyRivers_/status/1521954669291053057,2022-05-04,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"officialxboxu,funni,kinda,thing,p,dude,complain,youtub,game,journalist,say,game,see,differ,say,someth,call,toxic"
Jose79952933,https://twitter.com/Jose79952933/status/1521946485595779073,2022-05-04,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"check,broadcast,red,dead,redempt,live"
JefferyRivers_,https://twitter.com/JefferyRivers_/status/1521929882040684552,2022-05-04,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"mikesaudino,know,first,studio,make,game,right,sign,time,exclus,deal"
JefferyRivers_,https://twitter.com/JefferyRivers_/status/1521929614532112384,2022-05-04,1,2,0,0,0.0,0.0,0.0,0.0,0.0,"exactli,mean,know,say,someth,exclus,mean,consol,exclus,right,forspoken,alway,said,consol,exclus,two,year,know,exactli,mean,mislead"
NotAlexCraft,https://twitter.com/NotAlexCraft/status/1521918009157300225,2022-05-04,4,3,0,0,0.0,0.0,0.0,0.0,0.0,"seem,like,gatekeep,intent,imo,maximum,enjoy,kenobi,later,month,star,war,rebel,season,complet,jedi,fallen,order,store,best,star,war,game,ever"
TorgoPSN,https://twitter.com/TorgoPSN/status/1521894748264488962,2022-05-04,1,4,1,0,0.0,0.0,0.0,0.0,0.0,"abl,use,voucher,bought,end,fuck,sketchi,bullshit,pull"
TorgoPSN,https://twitter.com/TorgoPSN/status/1521894659332751366,2022-05-04,1,1,1,0,0.0,0.0,0.0,0.0,0.0,"tri,numer,time,cancel,via,app,would,work,date,subscript,end,week,made,sure,today,tri,final,work,continu"
BrandonLeeTV,https://twitter.com/BrandonLeeTV/status/1521866741437059072,2022-05-04,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"blow,plan,stay,play,onlin,homi,focus"
GameTyrant,https://twitter.com/GameTyrant/status/1521837113129545728,2022-05-04,0,4,2,0,0.0,0.0,0.0,0.0,0.0,"trailer,sniper,elit,show,game,featur,rebellion,sniperelit,xbox,pc,steam,epicgamesstor,gamingnew,gametrail"
GameTyrant,https://twitter.com/GameTyrant/status/1521822009537314818,2022-05-04,0,6,2,0,0.0,0.0,0.0,0.0,0.0,"fortnit,celebr,thing,star,war,may,fortnit,starwar,epicgam,xbox,nintendoswitch,eg,gamingnew"
Sumtynnaztee1,https://twitter.com/Sumtynnaztee1/status/1521813033873395717,2022-05-04,0,1,1,0,0.0,0.0,0.0,0.0,0.0,"romudeth,think,gamer,journalist,take,game,way,serious,everyon,think,victim,let,hole,shape,opinion,entir,commun,liter,million,gamer,fan,boil"
wolfwiles,https://twitter.com/wolfwiles/status/1521763968439623680,2022-05-04,1,0,0,0,0.21050000000000002,0.0,0.0,0.0,0.0,"therealvrvj,jordanorwood,follow,back,order,work,need,groupi,sir,profession,athlet,level,groupi,otherwis,im,go,back"
ROKKR_FireNova,https://twitter.com/ROKKR_FireNova/status/1521703753757478912,2022-05-04,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"sinc,fifa,free,postion,play,lg"
JefferyRivers_,https://twitter.com/JefferyRivers_/status/1521696739576713217,2022-05-04,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"officialxboxu,initi,critic,critic,said,want,game,often,sound,like,complement"
RayShad27,https://twitter.com/RayShad27/status/1521686809331351555,2022-05-04,1,0,0,0,0.221,0.0,0.0,0.0,0.0,"ay,ta,relax,almost,kick,parti,laugh,hard"
EmceeIV,https://twitter.com/EmceeIV/status/1521684264785354752,2022-05-04,4,4,2,0,0.43,0.0,0.0,0.0,0.0,"favorit,game,comment,specif,game"
BrotherDarknes7,https://twitter.com/BrotherDarknes7/status/1521653509657088002,2022-05-04,2,4,0,0,0.0,0.0,0.0,0.0,0.0,"romudeth,shock,someon,xbox,symbol,profil,pic,think,commun,wors"
KenArt32,https://twitter.com/KenArt32/status/1521650386557448192,2022-05-04,0,1,0,0,0.0,0.0,0.0,0.0,0.0,"alexthevgreat,oh,fax,throw,rn,technic,gamecub,grandpa,job,start,play,video,game,would,go,grandpa,job,everyday,summer"
swan931,https://twitter.com/swan931/status/1522364631683059713,2022-05-05,1,12,0,0,0.0,0.0,0.0,0.0,0.0,"romudeth,yet,peopl,still,mad,like,love,lol"
deelystan4,https://twitter.com/deelystan4/status/1522355633869234176,2022-05-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"rioistrio,cfbonfox,could,put,stat"
oxGarfieldxo,https://twitter.com/oxGarfieldxo/status/1522354642813919232,2022-05-05,1,5,0,0,0.0,0.0,0.0,0.0,0.0,"get,saturday"
Exclusive23007,https://twitter.com/Exclusive23007/status/1522346428198277122,2022-05-05,1,8,3,0,0.0,0.0,0.0,0.0,0.0,train
YB_Reacts,https://twitter.com/YB_Reacts/status/1522310204053811202,2022-05-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,
DeadlyDiscord,https://twitter.com/DeadlyDiscord/status/1522294300381356032,2022-05-05,0,2,0,0,0.0,0.0,0.0,0.0,0.0,"night,citi,deadlydiscord"
sinnamonruthann,https://twitter.com/sinnamonruthann/status/1522294141870256128,2022-05-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"ohsokutekita,vitaminndee,like,pack,lol"
DrLegendU,https://twitter.com/DrLegendU/status/1522293269224468481,2022-05-05,1,0,0,0,0.0,0.0,0.0,0.0,0.0,"mrproblematictv,dolo,trizzi,month,xbox,tri"
DeadlyDiscord,https://twitter.com/DeadlyDiscord/status/1522293191776473089,2022-05-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"evelyn,parker,last,instruct,deadlydiscord"
GameTyrant,https://twitter.com/GameTyrant/status/1522281455589765124,2022-05-05,0,1,1,0,0.0,0.0,0.0,0.0,0.0,"trek,yomi,review,find,way,samurai,trektoyomi,review,samurai,cinemat,gamereview,action,swordfight,devolverdigit,pcgame,xbox"
EmceeIV,https://twitter.com/EmceeIV/status/1522276207009714189,2022-05-05,0,1,0,0,0.0,0.0,0.0,0.0,0.0,"throwbackthurday,ssx,snowboard,game,retro,tipsandtrick,underground,nostalgia"
EmceeIV,https://twitter.com/EmceeIV/status/1522243743717412864,2022-05-05,0,2,0,0,0.0,0.0,0.0,0.0,0.0,"throwback,thursday,day,goe,minut,hour,hour,tune,game,throwbackthursday,retro,nostalgia"
Sonikku_a2,https://twitter.com/Sonikku_a2/status/1522232803705769984,2022-05-05,1,0,0,0,0.0,0.0,0.0,0.0,0.0,"videogamed,jeez,like,seen,low,compatibil,drive,size,sometim,use,bog,standard,pc,hardwar,advantag,hell,drive,work"
tkaybkc,https://twitter.com/tkaybkc/status/1522222825406222337,2022-05-05,0,0,0,0,0.333,0.0,0.0,0.0,0.0,"nike,whole,hoe,let,bot,take,shoe,matter,second,bad"
YadenRMP,https://twitter.com/YadenRMP/status/1522096922441359360,2022-05-05,1,5,1,0,0.0,0.0,0.0,0.0,0.0,"back,twitch,play,grandia,come,chat,rmp,rockymountainpro,prowrestl,retro,grandia,segasaturn,nintendoswitch,cxe"
1o1Adam,https://twitter.com/1o1Adam/status/1522050420893536264,2022-05-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"open,smartnew,read,former,plu,game,get,free,upgrad,read,web,tap"
Wild_Bill_OU,https://twitter.com/Wild_Bill_OU/status/1522049213735096320,2022-05-05,1,0,0,0,0.0,0.0,0.0,0.0,0.0,
JefferyRivers_,https://twitter.com/JefferyRivers_/status/1522048773140238336,2022-05-05,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"xboxpsnintendo,imranzomg,would,love,see,death,door,sinc,releas,month,later,xbox,pc"
EmceeIV,https://twitter.com/EmceeIV/status/1522004592858333185,2022-05-05,0,2,0,0,0.442,0.0,0.0,0.0,0.0,"rememb,underground,finish,shoot,edit,new,video,explor,bad,boy,youtub,within,hour,videogam,sonyplayst,underground,nostalgia,retro,demo,newepisod"
angiedreamland,https://twitter.com/angiedreamland/status/1522713271052107777,2022-05-06,0,3,0,0,0.2895,0.0,0.0,0.0,0.0,"gooo,fuck,yeaa,godofwar,follow,subscrib,twitch,soni,twitch,sonysantamonica,lunadreamland,angiedreamland"
JefferyRivers_,https://twitter.com/JefferyRivers_/status/1522711925263638528,2022-05-06,0,4,0,0,0.0,0.0,0.0,0.0,0.0,"repentantski,romudeth,player,speak,gamer,mayb,play,sinc,think,player,natur,rest,thumb,also,og,xbox,like,weird"
Paladin000Dark,https://twitter.com/Paladin000Dark/status/1522694985400864772,2022-05-06,1,8,1,0,0.0,0.0,0.0,0.0,0.0,"kirkroost,xcloudtimdog,bryanswood,starboyhsp,oh,forgot,crowd,alway,claim,fair,go,hilari,find,elder,scroll,come"
oxGarfieldxo,https://twitter.com/oxGarfieldxo/status/1522689931138768896,2022-05-06,0,2,0,0,0.0,0.0,0.0,0.0,0.0,"tomorrow,set,hmu,friend,request"
TheodiusJohnso3,https://twitter.com/TheodiusJohnso3/status/1522686444476764160,2022-05-06,0,15,0,0,0.0,0.0,0.0,0.0,0.0,"soni,disc,version,consol,sale,price,contact,inform,designerhighstyleheat,payout,method"
Paladin000Dark,https://twitter.com/Paladin000Dark/status/1522678605804978179,2022-05-06,0,2,0,0,0.0,0.0,0.0,0.0,0.0,"colteastwood,ye,exactli,translat,jealou,game,pas,go,go,play,game,pas,game,wow,love,peopl,think,develop,put,game,game,pas,free"
JSherer20,https://twitter.com/JSherer20/status/1522659871476391936,2022-05-06,0,0,0,1,0.0,0.0,0.0,0.0,0.0,"player,summer,plan,cancel,darn,well,join,one,fastest,grow,leagu,cncleagu,come,season,summer,leagu,registr,open,upcom,season,nhl"
WishChaos,https://twitter.com/WishChaos/status/1522648944165142528,2022-05-06,1,3,0,0,0.0,0.0,0.0,0.0,0.0,"benjjjyy,play"
VAMPYR__VIBEZZ,https://twitter.com/VAMPYR__VIBEZZ/status/1522644643975811072,2022-05-06,0,3,0,0,0.0,0.0,0.0,0.0,0.0,"razxyhand,nrsesport,noobd,exactli,gon,na,tournament,xbox"
Sumtynnaztee1,https://twitter.com/Sumtynnaztee1/status/1522635690747432961,2022-05-06,0,0,0,0,0.0,0.0,0.0,0.0,0.0,"thanesaland,nextgenplay,would,love,know,exactli,come,realiz,ai,worth,financi,speak,could,show,threshold,either,squareenix,roi,rumor,deal,would,make,worth,plea,educ,u"
